i38,e10,c4,p10,l3,274
i38,e04,c1,p13,l1,2696
i06,e10,c5,p14,l4,4871
i38,e08,c1,p04,l2,2143
i06,e10,c5,p29,l1,2142
i14,e12,c5,p03,l3,2709
i06,e10,c5,p32,l3,2988
i38,e10,c1,p23,l4,6456
i38,e06,c4,p10,l3,55
i14,e12,c5,p32,l3,2137
i43,e09,c1,p10,l3,2141
i06,e09,c5,p21,l2,2166
i38,e08,c1,p15,l2,2212
i38,e11,c1,p32,l2,4272
i38,e11,c1,p05,l2,4348
i38,e09,c1,p19,l2,2154
i38,e09,c1,p28,l2,2131
i06,e01,c5,p11,l3,2179
i06,e12,c5,p04,l3,2155
i13,e08,c5,p35,l3,2182
i14,e09,c5,p14,l3,2134
i06,e04,c5,p29,l1,2180
i38,e05,c1,p35,l1,2131
i42,e05,c5,p17,l3,2131
i43,e01,c1,p10,l3,2142
i02,e08,c1,p22,l3,2161
i38,e10,c1,unknown,l3,2132
i14,e12,c5,p05,l3,2135
i34,e04,c5,p24,l3,2134
i34,e01,c5,p35,l3,2142
i38,e10,c1,p20,l2,2138
i21,e03,c1,p10,l3,2133
i46,e01,c1,p16,l3,2132
i34,e05,c5,p12,l3,2133
i38,e10,c4,p11,l4,4267
i03,e09,c5,p23,l3,2132
i02,e08,c1,p05,l3,2145
i05,e06,c1,p15,l3,2132
i06,e05,c5,p09,l1,2131
i17,e11,c5,p16,l3,4261
i12,e04,c5,p18,l3,2131
i06,e10,c5,p35,l4,4943
i14,e08,c8,p19,l3,2136
i02,e04,c1,p01,l3,2133
i02,e09,c1,p10,l3,2182
i06,e08,c5,p08,l2,2362
i06,e10,c3,p15,l3,23
i34,e03,c5,p13,l3,2146
i05,e12,c1,p10,l3,2198
i34,e09,c5,p19,l3,4270
i02,e01,c1,p11,l3,2158
i06,e11,c5,p04,l2,4348
i38,e06,c1,p02,l3,2202
i38,e10,c1,p08,l2,2137
i38,e10,c7,p18,l3,3
i38,e06,c7,p18,l3,1
i38,e11,c1,p20,l2,4266
i14,e08,c5,p19,l3,4445
i06,e09,c5,p18,l2,2137
i06,e08,c5,p31,l2,2147
i15,e04,c6,p35,l3,15
i42,e05,c3,p35,l3,19
i06,e01,c5,p21,l3,2174
i34,e09,c5,p10,l3,2145
i14,e04,c5,p16,l3,2134
i06,e10,c5,p26,l1,2133
i46,e06,c1,p35,l3,2132
i38,e10,c1,p16,l1,2132
i06,e10,c3,p03,l1,2
i01,e08,c1,p10,l3,2131
i17,e08,c5,p15,l3,2134
i06,e05,c5,p16,l1,2132
i06,e11,c5,p31,l2,4267
i20,e05,c5,p10,l3,2132
i39,e04,c5,p22,l3,2132
i38,e09,c1,p04,l2,2131
i02,e09,c1,p24,l3,2131
i17,e09,c5,p01,l3,2131
i06,e10,c5,p26,l3,2471
i06,e10,c5,p20,l3,2624
i06,e10,c5,p11,l4,5896
i38,e06,c1,p03,l3,2342
i38,e10,c1,p18,l3,3647
i06,e10,c5,p02,l4,5063
i06,e11,c5,p16,l2,4508
i06,e10,c5,p09,l1,2150
i46,e01,c1,p35,l3,2191
i06,e08,c5,p18,l2,2669
i38,e04,c1,p21,l1,2159
i38,e10,c1,p22,l4,6477
i38,e10,c1,p13,l1,2138
i43,e08,c1,p10,l3,2140
i07,e04,c5,p10,l3,2146
i30,e04,c1,p07,l3,2131
i02,e09,c1,p29,l3,2137
i16,e08,c5,p24,l3,2138
i06,e11,c3,p19,l2,4271
i38,e10,c1,unknown,l2,2134
i17,e04,c5,p03,l3,2161
i06,e08,c5,p20,l2,2210
i02,e04,c1,p06,l3,2134
i38,e09,c4,p16,l2,3
i38,e07,c1,p10,l2,2132
i06,e05,c5,p21,l1,2135
i17,e11,c5,p11,l3,4265
i14,e11,c5,p06,l3,4261
i06,e02,c5,p35,l1,2132
i38,e08,c1,p29,l2,2135
i17,e09,c5,p19,l3,4262
i12,e04,c5,p35,l3,2132
i12,e09,c5,p11,l3,2131
i14,e05,c5,p28,l3,2131
i34,e03,c5,p25,l3,2131
i38,e11,c1,p31,l2,4262
i34,e05,c5,p07,l3,2131
i05,e12,c1,p16,l3,2131
i23,e08,c5,p10,l3,2131
i29,e04,c5,p35,l3,2131
i27,e01,c5,p19,l3,4262
i38,e10,c1,p06,l3,2710
i06,e10,c3,p03,l4,4286
i38,e01,c1,p14,l3,2147
i38,e10,c1,p08,l4,6785
i06,e10,c5,p23,l4,4413
i38,e06,c4,p09,l3,29
i46,e04,c1,p35,l3,2292
i38,e10,c4,p05,l4,4282
i02,e09,c1,p19,l3,2168
i06,e09,c5,p24,l2,2147
i38,e01,c1,p32,l3,2139
i38,e10,c1,p28,l2,2134
i06,e01,c5,p25,l3,2160
i05,e01,c1,p07,l3,2133
i46,e01,c1,p29,l3,2133
i13,e08,c5,p03,l3,2135
i34,e01,c5,p11,l3,2132
i13,e08,c5,p10,l3,2167
i14,e12,c5,p07,l3,2138
i02,e08,c1,p24,l3,2195
i38,e01,c1,p05,l3,2157
i38,e11,c4,p19,l2,4261
i17,e11,c5,p12,l3,4281
i38,e04,c4,p03,l1,11
i14,e11,c5,p04,l3,4263
i38,e10,c1,p11,l1,2144
i17,e08,c5,p03,l3,2140
i34,e09,c5,p24,l3,2131
i14,e08,c3,p11,l3,2
i34,e04,c5,p23,l3,2131
i39,e04,c5,p06,l3,2132
i34,e08,c5,p14,l3,2134
i14,e08,c3,p05,l3,1
i21,e03,c1,p03,l3,2132
i48,e08,c1,p35,l3,2132
i34,e01,c5,p28,l3,2131
i34,e09,c5,p06,l3,2133
i46,e09,c1,p07,l3,2132
i38,e11,c4,p02,l2,2132
i34,e01,c5,p15,l3,2135
i05,e09,c1,p12,l3,2131
i38,e01,c1,p18,l3,2131
i05,e08,c1,p13,l3,2132
i34,e03,c5,p22,l3,2131
i22,e05,c5,p11,l3,2131
i14,e01,c5,p16,l3,2131
i06,e10,c5,p03,l3,20511
i38,e10,c1,p19,l4,7552
i06,e10,c5,p16,l4,5914
i38,e10,c1,p31,l3,2230
i38,e10,c1,p24,l4,6778
i38,e10,c4,p09,l4,4299
i06,e11,c5,p10,l2,4983
i38,e10,c1,p18,l4,6742
i02,e01,c1,p17,l3,2139
i02,e09,c1,p01,l3,2147
i14,e08,c5,p24,l3,2324
i06,e09,c5,p11,l2,2171
i38,e10,c4,p14,l3,79
i38,e10,c1,p32,l3,2413
i38,e08,c4,p04,l2,8
i14,e08,c5,p15,l3,2230
i38,e10,c4,p05,l3,127
i38,e10,c1,p26,l4,6437
i43,e09,c1,p07,l3,2131
i06,e11,c5,p32,l2,4267
i06,e05,c5,p15,l1,2131
i38,e01,c1,p16,l3,2143
i06,e10,c5,unknown,l3,2158
i06,e04,c5,p22,l1,2147
i02,e04,c1,p03,l3,2150
i15,e01,c2,p35,l3,27
i06,e10,c3,p10,l3,19
i06,e04,c5,p09,l1,2179
i06,e10,c3,p01,l4,4273
i46,e11,c1,p12,l3,4262
i17,e04,c5,p04,l3,2136
i17,e09,c5,p23,l3,2132
i30,e01,c1,p24,l3,2140
i38,e12,c1,p01,l3,2131
i34,e09,c5,p07,l3,2135
i03,e08,c5,p23,l3,2132
i14,e05,c5,p29,l3,2131
i38,e10,c7,p32,l4,4263
i05,e12,c4,p09,l3,1
i05,e06,c1,p09,l3,2131
i17,e09,c5,p16,l3,2132
i38,e10,c4,p09,l2,2
i30,e01,c1,p03,l3,2133
i02,e01,c1,p28,l3,2131
i06,e11,c5,p33,l2,4261
i34,e01,c5,p24,l3,2131
i06,e05,c5,p01,l1,2131
i06,e10,c5,p09,l3,8898
i06,e10,c5,p35,l3,8145
i38,e10,c1,p04,l4,6600
i38,e10,c4,p10,l4,4347
i38,e11,c1,p13,l2,4401
i06,e10,c5,p13,l2,2172
i02,e01,c1,p13,l3,2155
i06,e10,c3,p17,l3,129
i06,e12,c5,p19,l3,4401
i43,e04,c1,p10,l3,2152
i07,e11,c5,p35,l3,4329
i02,e04,c1,p10,l3,2156
i38,e09,c1,p09,l2,2155
i06,e11,c5,p17,l2,4422
i34,e03,c5,p24,l3,2146
i05,e06,c1,p35,l3,2138
i46,e08,c4,p35,l3,1326
i34,e03,c5,p01,l3,2155
i02,e09,c1,p05,l3,2133
i38,e04,c1,p02,l1,2143
i06,e01,c5,p14,l3,2146
i34,e09,c5,p09,l3,2137
i06,e04,c5,p14,l1,2166
i05,e04,c1,p19,l3,2132
i67,e04,c5,p13,l3,2135
i38,e10,c1,p09,l1,2135
i38,e12,c1,p09,l3,2132
i06,e05,c5,p12,l1,2133
i14,e08,c3,p01,l3,4
i12,e08,c5,p11,l3,2139
i17,e04,c5,p18,l3,2133
i36,e08,c5,p35,l3,2132
i13,e04,c5,p10,l3,2131
i38,e10,c7,p32,l3,3
i05,e01,c1,p16,l3,2131
i05,e12,c1,p14,l3,2131
i38,e04,c1,unknown,l1,2131
i30,e04,c1,p21,l3,2133
i46,e01,c1,p11,l3,2132
i06,e10,c5,p17,l3,12121
i38,e10,c1,p15,l4,7496
i38,e10,c4,p16,l3,99
i38,e11,c1,p19,l2,4400
i38,e10,c1,p06,l1,2145
i06,e08,c5,p05,l2,3328
i38,e10,c1,p10,l1,2184
i38,e09,c1,p05,l2,2166
i46,e08,c1,p10,l3,2208
i38,e04,c1,p07,l1,2162
i06,e01,c5,p35,l3,2160
i06,e05,c5,p06,l1,2131
i34,e03,c5,p29,l3,2134
i06,e10,c5,p20,l1,2135
i36,e09,c5,p35,l3,2131
i34,e03,c5,p18,l3,2155
i02,e01,c1,p14,l3,2146
i06,e08,c3,p35,l2,12
i05,e12,c1,p17,l3,2141
i46,e01,c1,p19,l3,2132
i02,e01,c1,p18,l3,2140
i46,e04,c4,p19,l3,2132
i05,e07,c1,p08,l3,2131
i05,e12,c1,p07,l3,2134
i14,e04,c5,p11,l3,2134
i38,e04,c1,p20,l1,2133
i38,e08,c1,unknown,l2,2131
i38,e07,c4,p13,l2,2
i41,e01,c1,p16,l3,2132
i46,e01,c4,p03,l3,1
i16,e08,c5,p15,l3,2133
i20,e08,c5,p15,l3,2132
i12,e04,c5,p13,l3,2131
i02,e04,c1,p21,l3,2131
