i06,e04,c5,p10,l1,2212
i38,e10,c1,p29,l4,995
i06,e08,c5,p02,l2,1226
i38,e10,c4,p01,l3,2583
i06,e10,c3,p35,l3,2641
i46,e11,c1,p21,l3,1676
i41,e07,c1,p24,l3,1678
i14,e08,c5,p22,l3,2539
i06,e11,c5,p03,l2,438
i06,e11,c5,p23,l2,434
i05,e08,c1,p10,l3,2530
i06,e10,c5,p25,l1,1696
i38,e06,c4,p19,l3,1779
i38,e10,c1,p01,l2,92
i06,e12,c5,p35,l3,2012
i38,e04,c1,p06,l1,1742
i06,e11,c5,p28,l2,223
i22,e05,c5,p09,l3,1685
i16,e08,c5,p01,l3,2512
i46,e11,c4,p17,l3,1677
i38,e01,c4,p13,l3,1671
i05,e06,c1,p10,l3,1700
i07,e01,c5,p35,l3,1679
i38,e01,c1,p18,l3,1697
i38,e05,c1,p10,l1,846
i38,e11,c1,p29,l2,88
i34,e03,c5,p11,l3,1728
i02,e08,c1,p07,l3,2513
i38,e11,c4,p19,l2,849
i38,e07,c1,p12,l2,2
i17,e01,c5,p29,l3,1707
i17,e04,c5,p23,l3,1678
i16,e04,c5,p29,l3,1677
i46,e11,c4,p25,l3,1671
i14,e04,c5,p11,l3,1674
i02,e09,c1,p07,l3,1683
i41,e01,c1,p16,l3,1677
i34,e04,c5,p29,l3,1675
i43,e04,c1,p12,l3,1673
i39,e04,c5,p12,l3,1680
i06,e11,c3,p11,l2,839
i17,e04,c5,p20,l3,1680
i34,e01,c5,p24,l3,1674
i17,e11,c5,p13,l3,1675
i33,e10,c1,p12,l3,1675
i06,e02,c5,p19,l1,837
i02,e09,c1,p25,l3,1682
i41,e11,c1,p13,l3,1677
i17,e09,c5,p25,l3,1672
i07,e12,c5,p18,l3,1674
i38,e12,c1,p26,l3,1671
i17,e11,c5,p23,l3,1672
i17,e08,c5,p12,l3,2510
i34,e04,c5,p12,l3,1672
i38,e01,c4,p21,l3,1671
i14,e01,c3,p08,l3,2506
i02,e08,c4,p18,l3,2507
i13,e08,c5,p07,l3,2506
i03,e04,c5,p19,l3,1672
i39,e04,c5,p06,l3,1671
i14,e12,c5,p32,l3,1672
i16,e01,c5,p10,l3,1671
i42,e02,c5,p29,l3,1671
i46,e06,c1,p01,l3,1671
i30,e09,c1,p17,l3,1671
i05,e01,c1,p07,l3,1671
i30,e04,c1,p20,l3,1671
i23,e08,c5,p13,l3,2507
i17,e01,c5,p25,l3,1671
i06,e05,c5,p21,l1,836
i02,e04,c1,p28,l3,1671
i06,e08,c5,p35,l2,2903
i06,e10,c5,p17,l3,38321
i06,e10,c3,p03,l3,2742
i19,e08,c5,p35,l3,2511
i01,e01,c1,p10,l3,1684
i38,e10,c1,p14,l3,6793
i06,e10,c5,p03,l4,4518
i06,e10,c5,p18,l4,2330
i38,e06,c1,p12,l3,2566
i38,e06,c1,p08,l3,1908
i14,e08,c5,p35,l3,2569
i12,e09,c5,p07,l3,1672
i38,e10,c1,p03,l1,873
i06,e01,c5,p15,l3,1932
i38,e10,c4,p12,l4,928
i38,e10,c4,p35,l3,1708
i17,e04,c5,p18,l3,1692
i13,e08,c5,p15,l3,2511
i46,e01,c1,p23,l3,1671
i06,e09,c5,p04,l2,54
i39,e01,c5,p29,l3,1692
i02,e01,c1,p14,l3,1724
i06,e12,c5,p09,l3,1914
i39,e04,c5,p13,l3,1697
i34,e04,c5,p16,l3,1677
i02,e08,c1,p25,l3,2513
i38,e08,c4,p05,l2,2507
i05,e04,c1,p21,l3,1672
i38,e10,c4,p26,l3,1734
i06,e10,c5,p26,l1,841
i06,e12,c5,p18,l3,1833
i06,e10,c3,p07,l4,856
i33,e10,c1,p07,l3,1671
i46,e09,c1,p23,l3,1671
i39,e01,c5,p23,l3,1680
i34,e01,c5,p03,l3,1677
i41,e09,c1,p13,l3,1674
i02,e09,c1,p06,l3,1678
i13,e11,c5,p12,l3,1686
i33,e10,c1,p10,l3,1673
i34,e01,c5,p10,l3,1690
i06,e05,c5,p13,l1,837
i38,e12,c1,p01,l3,1673
i05,e12,c1,p21,l3,1684
i06,e10,c3,p12,l1,836
i30,e04,c1,p21,l3,1676
i34,e03,c5,p29,l3,1690
i38,e06,c4,p13,l3,1684
i23,e08,c5,p35,l3,2508
i34,e09,c5,p03,l3,1674
i34,e04,c5,p18,l3,1678
i05,e08,c1,p19,l3,2519
i06,e02,c5,p28,l1,836
i14,e08,c3,p17,l3,2567
i34,e04,c5,p35,l3,1678
i14,e09,c5,p09,l3,1671
i16,e04,c5,p08,l3,1673
i06,e01,c5,p33,l3,1672
i06,e05,c5,p02,l1,836
i67,e09,c5,p19,l3,2507
i12,e09,c5,p01,l3,1674
i16,e01,c5,p03,l3,1672
i07,e04,c5,p22,l3,1672
i41,e01,c1,p11,l3,1675
i43,e08,c1,p10,l3,2506
i06,e05,c3,p35,l1,836
i41,e09,c1,p12,l3,1672
i43,e04,c1,p32,l3,1672
i61,e08,c1,p35,l3,2506
i25,e10,c5,p12,l4,3
i01,e04,c1,p09,l3,1672
i52,e01,c3,p35,l3,2506
i09,e01,c5,p35,l3,1672
i13,e09,c5,p35,l3,1671
i06,e10,c5,p24,l3,31384
i06,e08,c5,p10,l2,4489
i38,e10,c1,p01,l4,4546
i38,e08,c1,p13,l2,1526
i06,e10,c5,p16,l3,53960
i38,e10,c1,p11,l4,3520
i38,e10,c1,p24,l4,1405
i06,e10,c5,p26,l4,262
i38,e08,c1,p19,l2,1556
i06,e10,c5,p28,l2,29
i14,e04,c5,p25,l3,1714
i17,e04,c5,p29,l3,1836
i06,e12,c5,p01,l3,1818
i38,e10,c4,p01,l2,839
i38,e10,c4,p28,l3,1706
i34,e01,c5,p19,l3,1688
i38,e01,c1,p06,l3,1715
i14,e01,c5,p24,l3,1675
i02,e08,c1,p13,l3,2729
i06,e10,c5,p03,l1,910
i06,e10,c5,p16,l2,147
i23,e09,c5,p10,l3,1683
i41,e04,c1,p11,l3,1673
i38,e11,c4,p25,l2,837
i38,e09,c1,p04,l2,24
i06,e10,c3,p15,l1,838
i14,e07,c5,p10,l3,1674
i17,e01,c5,p20,l3,1671
i34,e08,c5,p04,l3,2514
i42,e05,c3,p03,l3,2510
i38,e10,c1,p14,l1,844
i43,e04,c1,p05,l3,1671
i17,e09,c5,p08,l3,1672
i39,e01,c5,p16,l3,1674
i13,e08,c5,p18,l3,2512
i30,e04,c1,p23,l3,1674
i06,e04,c5,p31,l1,1679
i02,e08,c1,p06,l3,2554
i12,e04,c5,p33,l3,1671
i59,e12,c5,p12,l3,1677
i16,e04,c5,p24,l3,1675
i14,e09,c5,p08,l3,1671
i46,e08,c1,p02,l3,2658
i42,e02,c5,p23,l3,1671
i38,e11,c4,p09,l2,842
i14,e04,c5,p13,l3,1672
i32,e11,c5,p16,l3,1674
i13,e04,c5,p02,l3,1672
i16,e08,c5,p21,l3,2508
i38,e10,c4,p01,l1,1673
i03,e04,c5,p02,l3,1672
i38,e11,c1,p30,l2,4
i34,e01,c5,p07,l3,1678
i05,e12,c1,p14,l3,1671
i38,e09,c1,unknown,l2,1
i38,e05,c1,p24,l1,836
i46,e09,c1,p30,l3,1671
i12,e01,c5,p10,l3,1671
i38,e01,c4,p07,l3,1673
i05,e01,c1,p32,l3,1671
i46,e08,c4,p11,l3,2506
i24,e09,c1,p35,l3,1672
i14,e12,c5,p22,l3,1671
i01,e08,c1,p17,l3,2506
i46,e12,c4,p35,l3,1671
i06,e10,c3,p17,l4,838
i23,e01,c5,p16,l3,1671
i13,e08,c5,p28,l3,2506
i06,e10,c5,p35,l3,35722
i06,e10,c5,p19,l3,106606
i02,e08,c1,p16,l3,2660
i06,e12,c5,p04,l3,1743
i06,e01,c5,p10,l3,1975
i47,e04,c1,p35,l3,2066
i05,e08,c1,p03,l3,2506
i06,e10,c3,p10,l4,1009
i38,e06,c1,p11,l3,3432
i38,e01,c4,p01,l3,1677
i46,e11,c1,p17,l3,1768
i06,e01,c5,p16,l3,1804
i14,e08,c5,p03,l3,2618
i06,e09,c5,p23,l2,55
i38,e04,c1,p02,l1,1694
i17,e04,c5,p04,l3,1719
i03,e01,c5,p02,l3,1672
i06,e11,c5,p14,l2,233
i38,e06,c1,p26,l3,1773
i06,e11,c5,p31,l2,892
i03,e10,c5,p21,l3,1673
i14,e04,c5,p26,l3,1689
i13,e11,c5,p10,l3,1716
i02,e04,c1,p17,l3,1738
i06,e09,c5,p08,l2,60
i31,e08,c1,p35,l3,2761
i14,e04,c5,p22,l3,1674
i12,e04,c5,p23,l3,1675
i06,e10,c3,p31,l3,2511
i17,e01,c5,p06,l3,1675
i38,e10,c1,p08,l2,12
i06,e01,c5,p28,l3,1724
i38,e10,c4,p31,l3,2511
i38,e10,c7,p01,l3,1673
i06,e10,c3,p05,l3,2568
i06,e10,c3,p14,l4,848
i14,e04,c5,p23,l3,1739
i48,e11,c1,p10,l3,1684
i05,e06,c1,p23,l3,1676
i05,e06,c1,p04,l3,1671
i01,e08,c1,p11,l3,2508
i17,e11,c5,p02,l3,1671
i14,e05,c5,p16,l3,1671
i32,e08,c5,p35,l3,2515
i05,e06,c1,p08,l3,1671
i14,e12,c3,p01,l3,2557
i02,e01,c1,p26,l3,1671
i39,e01,c5,p24,l3,1676
i17,e09,c5,p04,l3,1678
i13,e03,c5,p22,l3,1672
i46,e01,c4,p17,l3,1672
i34,e08,c5,p21,l3,2510
i43,e09,c1,p06,l3,1671
i38,e07,c1,p04,l2,1
i02,e09,c1,p02,l3,1674
i23,e03,c5,p12,l3,1674
i23,e09,c5,p02,l3,1671
i06,e08,c3,p05,l2,1672
i05,e12,c1,p04,l3,1671
i38,e10,c4,p12,l1,1671
i14,e08,c3,p10,l3,2535
i06,e09,c5,p12,l2,64
i38,e11,c1,p12,l2,214
i38,e06,c4,p06,l3,1696
i38,e11,c1,p07,l2,221
i38,e11,c1,p16,l2,127
i06,e11,c5,p07,l2,542
i06,e04,c5,p01,l1,1912
i02,e01,c1,p03,l3,1721
i06,e11,c5,p05,l2,1527
i38,e08,c1,p28,l2,2231
i06,e01,c5,p22,l3,1755
i46,e04,c1,p35,l3,1915
i46,e01,c1,p35,l3,1894
i38,e10,c4,p19,l4,1019
i34,e08,c5,p35,l3,2515
i06,e08,c5,p08,l2,1120
i06,e01,c5,p11,l3,1813
i12,e09,c5,p16,l3,1673
i23,e01,c5,p05,l3,1683
i38,e10,c4,p13,l2,839
i06,e01,c5,p18,l3,1724
i43,e01,c1,p19,l3,1683
i38,e09,c1,unknown,l2,14
i06,e01,c5,p03,l3,1787
i34,e04,c5,p19,l3,1690
i38,e07,c1,p10,l2,11
i38,e06,c1,p31,l3,2678
i06,e09,c5,p02,l2,38
i06,e10,c3,p01,l4,858
i41,e11,c1,p10,l3,1677
i06,e08,c5,p26,l2,880
i01,e04,c1,p35,l3,1677
i39,e01,c5,p17,l3,1671
i38,e01,c1,unknown,l3,1680
i39,e01,c5,p25,l3,1673
i34,e08,c5,p01,l3,2520
i34,e04,c5,p20,l3,1677
i06,e07,c5,p01,l2,3
i05,e06,c1,p12,l3,1677
i17,e09,c5,p20,l3,1675
i06,e08,c3,p01,l2,882
i34,e09,c5,p28,l3,1677
i38,e10,c1,p20,l1,837
i46,e09,c1,p08,l3,1671
i12,e01,c5,p16,l3,1678
i14,e01,c5,p10,l3,1674
i46,e01,c1,p01,l3,1672
i46,e11,c4,p09,l3,1684
i17,e08,c5,p20,l3,2513
i42,e05,c5,p21,l3,1671
i12,e08,c5,p13,l3,2510
i30,e04,c1,p03,l3,1673
i07,e11,c5,p19,l3,1673
i32,e08,c5,p10,l3,2511
i12,e08,c5,p05,l3,2508
i34,e01,c5,p17,l3,1673
i06,e07,c5,p05,l2,839
i43,e09,c1,p14,l3,1671
i54,e04,c1,p35,l3,1672
i34,e08,c5,p13,l3,2511
i10,e05,c3,p24,l3,2506
i05,e06,c1,p06,l3,1671
i06,e12,c5,p22,l3,1748
i06,e10,c5,p35,l4,3331
i02,e04,c1,p09,l3,1677
i06,e10,c5,p17,l4,2942
i38,e10,c4,p13,l3,2037
i38,e10,c4,p14,l3,1923
i46,e11,c1,p08,l3,2007
i06,e10,c5,p14,l1,898
i06,e10,c3,p18,l4,851
i05,e04,c1,p01,l3,1671
i38,e06,c4,p32,l3,1702
i14,e08,c5,p15,l3,2831
i38,e09,c4,p19,l2,849
i06,e08,c5,p23,l2,1927
i06,e12,c5,p08,l3,1734
i38,e11,c4,p12,l2,842
i38,e04,c1,p32,l1,1738
i17,e08,c5,p01,l3,2548
i13,e08,c5,p17,l3,2510
i14,e08,c5,p20,l3,2519
i12,e04,c5,p03,l3,1679
i06,e10,c5,p30,l4,96
i43,e04,c1,p35,l3,1683
i39,e04,c5,p29,l3,1770
i38,e01,c1,p22,l3,1699
i05,e03,c1,p19,l3,1672
i46,e09,c1,p21,l3,1679
i17,e04,c5,p07,l3,1685
i17,e08,c5,p10,l3,2608
i13,e11,c5,p29,l3,1683
i17,e11,c5,p11,l3,1697
i43,e01,c1,p10,l3,1679
i02,e01,c1,p29,l3,1694
i13,e08,c5,p19,l3,2525
i06,e09,c3,p18,l2,836
i06,e05,c5,p17,l1,836
i38,e10,c4,p15,l2,840
i06,e07,c5,p16,l2,4
i47,e01,c4,p35,l3,1674
i06,e10,c3,p09,l3,2517
i42,e05,c5,p14,l3,1678
i05,e04,c1,p29,l3,1675
i39,e09,c5,p22,l3,1674
i13,e11,c5,p03,l3,1673
i16,e09,c5,p12,l3,1671
i30,e09,c1,p21,l3,1673
i38,e01,c1,unknown,l3,1674
i01,e08,c1,p25,l3,2507
i09,e04,c5,p10,l3,1671
i38,e10,c4,p08,l3,1690
i38,e11,c4,p02,l2,841
i06,e05,c5,p01,l1,837
i30,e09,c1,p13,l3,1673
i38,e10,c7,p01,l4,3
i76,e09,c5,p35,l3,1672
i01,e04,c1,p19,l3,1672
i17,e04,c5,p28,l3,1673
i21,e03,c1,p01,l3,1671
i23,e08,c5,p10,l3,2511
i34,e08,c5,p06,l3,2507
i16,e08,c5,p08,l3,2508
i06,e07,c5,p19,l2,3
i38,e11,c4,p17,l2,839
