true,pred
435,0
250,0
218,0
217,0
266,0
183,0
141,0
152,0
122,0
153,0
271,0
156,0
104,0
113,0
71,0
118,0
102,0
111,0
84,0
70,0
67,0
53,0
59,0
10,0
50,0
8,0
26,0
45,0
22,0
15,0
13,0
22,0
42,0
46,0
7,0
29,0
10,0
12,0
10,0
6,0
37,0
14,0
5,0
20,0
14,0
1,0
9,0
5,0
25,0
6,0
4,0
26,0
20,0
70,0
20,0
50,0
15,0
46,0
30,0
24,0
22,0
5,0
18,0
9,0
12,0
7,0
5,0
7,0
1,0
44,0
7,0
8,0
12,0
34,0
18,0
48,0
34,0
15,0
16,0
22,0
8,0
38,0
42,0
33,0
42,0
46,0
39,0
29,0
58,0
72,0
81,0
105,0
69,0
29,0
56,0
78,0
81,0
106,0
99,0
103,0
66,0
99,0
100,0
109,0
62,0
111,0
176,0
200,0
71,0
163,0
150,0
159,0
61,0
217,0
200,0
106,0
122,0
210,0
180,0
109,0
185,0
204,0
378,0
253,0
124,0
185,0
215,0
169,0
210,0
147,0
339,0
249,0
252,0
215,0
214,0
215,0
153,0
207,0
283,0
283,0
223,0
201,0
253,0
210,0
258,0
197,0
165,0
191,0
106,0
256,0
200,0
240,0
189,0
254,0
167,0
113,0
182,0
227,0
218,0
240,0
196,0
109,0
216,0
127,0
176,0
235,0
136,0
240,0
221,0
171,0
184,0
118,0
190,0
186,0
152,0
159,0
122,0
131,0
186,0
143,0
124,0
156,0
102,0
178,0
186,0
153,0
257,0
155,0
143,0
123,0
119,0
147,0
208,0
95,0
141,0
100,0
144,0
203,0
150,0
213,0
147,0
130,0
183,0
155,0
185,0
125,0
100,0
198,0
208,0
137,0
225,0
168,0
170,0
138,0
154,0
183,0
104,0
129,0
120,0
87,0
80,0
166,0
54,0
154,0
168,0
86,0
156,0
189,0
168,0
138,0
157,0
192,0
108,0
206,0
189,0
161,0
170,0
136,0
170,0
148,0
169,0
233,0
180,0
192,0
100,0
122,0
136,0
181,0
163,0
195,0
291,0
171,0
191,0
145,0
146,0
195,0
184,0
120,0
188,0
251,0
143,0
180,0
311,0
245,0
242,0
183,0
207,0
316,0
163,0
311,0
251,0
239,0
164,0
329,0
205,0
197,0
248,0
749,0
538,0
277,0
185,0
132,0
135,0
115,0
127,0
153,0
143,0
113,0
258,0
147,0
271,0
187,0
148,0
205,0
148,0
84,0
112,0
126,0
190,0
81,0
109,0
69,0
83,0
66,0
94,0
65,0
122,0
30,0
27,0
41,0
88,0
44,0
51,0
13,0
36,0
37,0
41,0
8,0
57,0
42,0
27,0
22,0
35,0
15,0
7,0
16,0
28,0
38,0
36,0
4,0
9,0
16,0
31,0
14,0
9,0
24,0
37,0
8,0
5,0
7,0
16,0
4,0
18,0
4,0
4,0
14,0
2,0
4,0
22,0
3,0
17,0
1,0
2,0
3,0
17,0
18,0
1,0
3,0
8,0
12,0
19,0
5,0
3,0
25,0
24,0
23,0
10,0
18,0
20,0
6,0
13,0
45,0
12,0
31,0
57,0
49,0
42,0
56,0
54,0
37,0
44,0
71,0
74,0
55,0
87,0
96,0
93,0
41,0
113,0
229,0
70,0
80,0
49,0
154,0
92,0
124,0
109,0
157,0
138,0
151,0
193,0
185,0
153,0
158,0
228,0
142,0
139,0
209,0
153,0
209,0
152,0
145,0
132,0
237,0
186,0
109,0
159,0
224,0
206,0
140,0
192,0
164,0
197,0
143,0
208,0
217,0
200,0
117,0
197,0
299,0
173,0
124,0
117,0
164,0
200,0
201,0
109,0
147,0
175,0
151,0
168,0
122,0
193,0
253,0
179,0
196,0
167,0
193,0
166,0
133,0
137,0
156,0
144,0
124,0
194,0
212,0
220,0
112,0
127,0
203,0
270,0
250,0
282,0
224,0
150,0
194,0
117,0
138,0
149,0
169,0
108,0
159,0
216,0
113,0
141,0
260,0
191,0
147,0
121,0
98,0
141,0
141,0
143,0
132,0
107,0
161,0
218,0
117,0
142,0
97,0
150,0
183,0
144,0
117,0
127,0
149,0
119,0
104,0
142,0
109,0
123,0
128,0
60,0
121,0
158,0
151,0
161,0
171,0
105,0
216,0
185,0
141,0
84,0
207,0
118,0
172,0
128,0
159,0
107,0
124,0
126,0
124,0
97,0
130,0
135,0
187,0
124,0
114,0
166,0
153,0
121,0
238,0
156,0
97,0
255,0
142,0
170,0
136,0
207,0
125,0
125,0
125,0
162,0
172,0
233,0
193,0
201,0
170,0
206,0
180,0
133,0
150,0
204,0
174,0
134,0
263,0
274,0
221,0
255,0
168,0
220,0
112,0
231,0
172,0
197,0
183,0
162,0
244,0
212,0
177,0
200,0
127,0
116,0
168,0
103,0
132,0
212,0
233,0
133,0
143,0
159,0
131,0
99,0
63,0
74,0
138,0
57,0
140,0
69,0
65,0
45,0
35,0
47,0
56,0
66,0
46,0
51,0
93,0
18,0
43,0
40,0
29,0
16,0
7,0
19,0
32,0
22,0
21,0
31,0
10,0
16,0
25,0
11,0
21,0
27,0
23,0
6,0
13,0
6,0
4,0
3,0
9,0
7,0
5,0
12,0
12,0
5,0
9,0
14,0
2,0
3,0
1,0
1,0
4,0
1,0
2,0
38,0
21,0
2,0
14,0
6,0
7,0
13,0
32,0
18,0
14,0
4,0
0,0
3,0
5,0
28,0
17,0
36,0
19,0
6,0
21,0
23,0
74,0
41,0
41,0
21,0
60,0
54,0
38,0
30,0
65,0
85,0
102,0
113,0
86,0
90,0
71,0
48,0
134,0
49,0
65,0
120,0
161,0
136,0
84,0
123,0
132,0
83,0
83,0
112,0
135,0
100,0
60,0
125,0
146,0
112,0
201,0
85,0
68,0
120,0
121,0
113,0
119,0
120,0
120,0
213,0
118,0
130,0
134,0
172,0
69,0
85,0
89,0
104,0
101,0
186,0
94,0
123,0
130,0
71,0
252,0
207,0
141,0
200,0
158,0
203,0
209,0
192,0
185,0
256,0
156,0
210,0
196,0
190,0
187,0
219,0
144,0
123,0
223,0
176,0
152,0
178,0
109,0
184,0
133,0
126,0
76,0
149,0
68,0
115,0
197,0
81,0
126,0
115,0
127,0
134,0
100,0
144,0
92,0
142,0
149,0
96,0
67,0
89,0
119,0
187,0
102,0
168,0
189,0
112,0
143,0
