true,pred
502,0
604,0
446,0
287,0
151,0
356,0
787,0
104,0
293,0
132,0
234,0
124,0
359,0
114,0
56,0
157,0
96,0
306,0
326,0
127,0
46,0
56,0
67,0
68,0
95,0
64,0
297,0
77,0
102,0
48,0
37,0
189,0
32,0
34,0
168,0
48,0
56,0
56,0
535,0
23,0
711,0
34,0
81,0
36,0
42,0
32,0
44,0
198,0
394,0
22,0
45,0
16,0
555,0
35,0
158,0
133,0
141,0
35,0
54,0
22,0
33,0
19,0
24,0
285,0
68,0
41,0
41,0
52,0
60,0
68,0
346,0
47,0
52,0
58,0
109,0
101,0
73,0
119,0
152,0
165,0
378,0
186,0
329,0
446,0
319,0
180,0
480,0
552,0
353,0
404,0
262,0
295,0
635,0
351,0
236,0
391,0
511,0
351,0
1260,0
423,0
360,0
417,0
558,0
524,0
538,0
1001,0
667,0
773,0
482,0
559,0
953,0
559,0
429,0
324,0
461,0
483,0
1326,0
420,0
472,0
694,0
1313,0
684,0
1144,0
1037,0
1856,0
922,0
1475,0
690,0
876,0
903,0
734,0
451,0
595,0
818,0
670,0
1293,0
598,0
531,0
990,0
458,0
606,0
720,0
422,0
543,0
819,0
450,0
501,0
973,0
1647,0
1750,0
933,0
971,0
471,0
594,0
723,0
965,0
912,0
888,0
825,0
562,0
1183,0
517,0
327,0
348,0
475,0
465,0
332,0
701,0
295,0
638,0
299,0
413,0
369,0
513,0
478,0
503,0
572,0
544,0
302,0
860,0
563,0
926,0
524,0
385,0
542,0
450,0
988,0
255,0
925,0
618,0
460,0
612,0
460,0
563,0
260,0
633,0
437,0
328,0
413,0
569,0
832,0
644,0
671,0
580,0
602,0
784,0
689,0
929,0
696,0
739,0
1133,0
721,0
525,0
304,0
560,0
421,0
661,0
550,0
1400,0
841,0
796,0
313,0
481,0
314,0
438,0
312,0
306,0
364,0
284,0
335,0
788,0
336,0
359,0
306,0
984,0
293,0
406,0
364,0
281,0
475,0
544,0
1205,0
1987,0
555,0
622,0
951,0
293,0
300,0
292,0
387,0
955,0
607,0
513,0
293,0
258,0
402,0
438,0
669,0
210,0
256,0
852,0
742,0
203,0
164,0
340,0
521,0
304,0
419,0
504,0
408,0
212,0
192,0
213,0
210,0
163,0
353,0
692,0
795,0
163,0
251,0
231,0
171,0
140,0
299,0
135,0
129,0
365,0
49,0
164,0
337,0
215,0
165,0
195,0
77,0
238,0
142,0
311,0
105,0
75,0
104,0
139,0
170,0
226,0
144,0
1581,0
447,0
158,0
75,0
167,0
113,0
78,0
499,0
101,0
171,0
72,0
54,0
274,0
488,0
24,0
640,0
24,0
31,0
25,0
43,0
47,0
24,0
185,0
68,0
33,0
28,0
16,0
21,0
34,0
20,0
314,0
109,0
73,0
58,0
37,0
42,0
105,0
10,0
31,0
32,0
30,0
133,0
38,0
42,0
36,0
53,0
37,0
65,0
67,0
47,0
286,0
37,0
86,0
128,0
105,0
105,0
107,0
140,0
87,0
146,0
436,0
126,0
116,0
163,0
159,0
204,0
861,0
196,0
557,0
267,0
622,0
547,0
412,0
266,0
355,0
328,0
248,0
290,0
356,0
410,0
440,0
619,0
326,0
322,0
688,0
419,0
441,0
881,0
388,0
646,0
873,0
420,0
692,0
477,0
383,0
515,0
849,0
742,0
633,0
461,0
608,0
544,0
494,0
479,0
1663,0
453,0
634,0
592,0
540,0
500,0
459,0
545,0
463,0
1146,0
570,0
662,0
499,0
1048,0
836,0
1001,0
1167,0
679,0
875,0
403,0
450,0
689,0
559,0
457,0
407,0
709,0
502,0
397,0
320,0
868,0
384,0
697,0
404,0
391,0
388,0
447,0
365,0
461,0
393,0
825,0
460,0
249,0
421,0
422,0
620,0
418,0
327,0
342,0
509,0
835,0
361,0
403,0
485,0
507,0
475,0
273,0
442,0
385,0
376,0
371,0
561,0
743,0
374,0
325,0
314,0
392,0
428,0
362,0
221,0
431,0
333,0
372,0
465,0
437,0
563,0
539,0
473,0
472,0
348,0
387,0
448,0
736,0
307,0
297,0
514,0
349,0
443,0
1640,0
452,0
324,0
152,0
359,0
304,0
289,0
453,0
303,0
447,0
484,0
367,0
359,0
660,0
402,0
366,0
411,0
429,0
343,0
526,0
524,0
408,0
887,0
406,0
328,0
557,0
292,0
348,0
301,0
275,0
506,0
417,0
343,0
326,0
354,0
1035,0
285,0
523,0
582,0
316,0
355,0
515,0
197,0
316,0
315,0
583,0
491,0
318,0
471,0
293,0
215,0
506,0
442,0
213,0
218,0
138,0
289,0
185,0
210,0
468,0
133,0
587,0
137,0
290,0
591,0
99,0
176,0
228,0
95,0
242,0
123,0
106,0
277,0
173,0
818,0
813,0
132,0
77,0
61,0
132,0
16,0
146,0
476,0
351,0
236,0
131,0
136,0
99,0
65,0
81,0
220,0
351,0
47,0
103,0
67,0
102,0
142,0
91,0
52,0
108,0
50,0
102,0
133,0
58,0
60,0
56,0
94,0
158,0
177,0
62,0
64,0
114,0
183,0
71,0
91,0
110,0
116,0
37,0
62,0
107,0
261,0
175,0
61,0
70,0
71,0
86,0
47,0
33,0
58,0
19,0
18,0
94,0
402,0
52,0
58,0
25,0
35,0
29,0
27,0
39,0
47,0
41,0
34,0
52,0
50,0
7,0
28,0
32,0
49,0
96,0
75,0
48,0
49,0
276,0
114,0
232,0
123,0
138,0
175,0
153,0
172,0
399,0
169,0
140,0
168,0
864,0
266,0
313,0
488,0
321,0
353,0
385,0
1032,0
243,0
324,0
280,0
367,0
286,0
448,0
