true,pred
198,0
398,0
255,0
223,0
101,0
18,0
24,0
164,0
4,0
3,0
105,0
107,0
127,0
0,0
0,0
0,0
0,0
0,0
8,0
88,0
22,0
0,0
0,0
0,0
218,0
127,0
218,0
0,0
0,0
0,0
0,0
0,0
0,0
50,0
129,0
7,0
15,0
4,0
0,0
0,0
0,0
0,0
9,0
6,0
4,0
16,0
0,0
0,0
0,0
0,0
7,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
34,0
24,0
9,0
10,0
21,0
119,0
0,0
1,0
6,0
0,0
0,0
8,0
0,0
1,0
12,0
0,0
0,0
21,0
16,0
8,0
55,0
111,0
23,0
31,0
0,0
32,0
12,0
8,0
37,0
21,0
417,0
169,0
57,0
116,0
79,0
109,0
83,0
31,0
238,0
85,0
37,0
25,0
68,0
65,0
115,0
135,0
49,0
35,0
46,0
80,0
206,0
389,0
132,0
39,0
78,0
69,0
100,0
232,0
233,0
305,0
221,0
362,0
171,0
190,0
319,0
83,0
100,0
186,0
49,0
186,0
277,0
166,0
220,0
358,0
230,0
137,0
56,0
195,0
162,0
124,0
27,0
53,0
361,0
284,0
190,0
121,0
277,0
91,0
247,0
364,0
390,0
217,0
116,0
169,0
167,0
66,0
140,0
99,0
355,0
373,0
171,0
196,0
45,0
128,0
193,0
261,0
10,0
24,0
179,0
28,0
175,0
125,0
146,0
31,0
72,0
173,0
246,0
62,0
71,0
124,0
23,0
228,0
185,0
280,0
96,0
50,0
287,0
102,0
97,0
198,0
157,0
284,0
168,0
227,0
161,0
117,0
335,0
114,0
133,0
77,0
86,0
40,0
143,0
204,0
76,0
105,0
109,0
106,0
238,0
126,0
64,0
78,0
202,0
45,0
59,0
252,0
90,0
204,0
206,0
21,0
47,0
52,0
154,0
272,0
274,0
419,0
144,0
240,0
288,0
475,0
346,0
105,0
77,0
90,0
164,0
82,0
185,0
130,0
184,0
304,0
44,0
206,0
236,0
157,0
101,0
121,0
414,0
88,0
103,0
93,0
79,0
102,0
89,0
18,0
45,0
72,0
251,0
107,0
137,0
257,0
86,0
30,0
88,0
91,0
190,0
264,0
137,0
96,0
230,0
85,0
106,0
161,0
305,0
207,0
503,0
130,0
22,0
78,0
23,0
37,0
209,0
110,0
197,0
117,0
148,0
196,0
263,0
47,0
63,0
154,0
168,0
61,0
0,0
15,0
7,0
0,0
20,0
0,0
39,0
1,0
6,0
9,0
0,0
0,0
0,0
10,0
0,0
0,0
0,0
2,0
40,0
0,0
0,0
3,0
0,0
30,0
12,0
0,0
8,0
6,0
0,0
0,0
0,0
86,0
0,0
0,0
0,0
0,0
5,0
0,0
0,0
0,0
0,0
0,0
8,0
1,0
6,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
10,0
33,0
0,0
4,0
0,0
0,0
0,0
0,0
16,0
3,0
0,0
0,0
0,0
0,0
27,0
5,0
126,0
0,0
0,0
87,0
29,0
24,0
2,0
0,0
136,0
82,0
66,0
21,0
94,0
27,0
26,0
114,0
126,0
170,0
172,0
111,0
284,0
68,0
59,0
72,0
10,0
80,0
17,0
80,0
66,0
56,0
188,0
242,0
191,0
192,0
199,0
91,0
58,0
64,0
16,0
12,0
7,0
291,0
110,0
268,0
240,0
346,0
182,0
392,0
336,0
192,0
298,0
199,0
79,0
57,0
107,0
51,0
104,0
237,0
190,0
24,0
29,0
39,0
148,0
23,0
58,0
14,0
30,0
32,0
74,0
141,0
12,0
60,0
91,0
18,0
145,0
56,0
17,0
198,0
61,0
111,0
52,0
114,0
52,0
77,0
185,0
105,0
26,0
64,0
114,0
80,0
10,0
268,0
225,0
30,0
35,0
149,0
335,0
108,0
62,0
150,0
146,0
217,0
245,0
371,0
244,0
178,0
155,0
237,0
102,0
89,0
169,0
117,0
195,0
277,0
272,0
227,0
43,0
135,0
176,0
398,0
82,0
50,0
471,0
193,0
289,0
224,0
302,0
161,0
129,0
76,0
137,0
49,0
157,0
151,0
158,0
96,0
204,0
232,0
273,0
258,0
46,0
33,0
128,0
54,0
124,0
296,0
73,0
25,0
94,0
28,0
100,0
132,0
0,0
30,0
0,0
47,0
117,0
131,0
39,0
407,0
165,0
80,0
37,0
112,0
96,0
4,0
52,0
61,0
168,0
76,0
90,0
399,0
123,0
85,0
109,0
117,0
244,0
200,0
283,0
240,0
95,0
80,0
206,0
117,0
239,0
290,0
209,0
270,0
331,0
173,0
222,0
111,0
81,0
126,0
322,0
232,0
160,0
168,0
276,0
209,0
168,0
151,0
75,0
52,0
49,0
0,0
0,0
17,0
40,0
30,0
70,0
26,0
29,0
29,0
7,0
84,0
120,0
123,0
442,0
190,0
247,0
182,0
0,0
65,0
98,0
16,0
213,0
0,0
38,0
8,0
2,0
0,0
0,0
6,0
56,0
0,0
19,0
53,0
22,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
27,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
50,0
6,0
8,0
0,0
0,0
0,0
0,0
6,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,0
9,0
0,0
16,0
22,0
0,0
58,0
40,0
12,0
13,0
8,0
4,0
27,0
