true,pred
48,0
90,0
87,0
66,0
76,0
53,0
35,0
45,0
30,0
23,0
8,0
19,0
9,0
23,0
23,0
33,0
16,0
10,0
12,0
37,0
18,0
10,0
6,0
7,0
7,0
5,0
8,0
40,0
2,0
3,0
5,0
7,0
8,0
6,0
9,0
8,0
2,0
3,0
25,0
9,0
6,0
18,0
7,0
7,0
4,0
8,0
18,0
6,0
5,0
6,0
8,0
4,0
4,0
7,0
4,0
5,0
5,0
8,0
13,0
10,0
12,0
1,0
17,0
10,0
4,0
8,0
7,0
3,0
10,0
3,0
17,0
19,0
7,0
8,0
19,0
18,0
25,0
39,0
14,0
55,0
30,0
81,0
55,0
47,0
68,0
45,0
30,0
43,0
40,0
29,0
26,0
62,0
26,0
80,0
54,0
57,0
46,0
64,0
50,0
21,0
20,0
36,0
51,0
76,0
72,0
50,0
42,0
61,0
57,0
43,0
72,0
56,0
57,0
245,0
93,0
64,0
68,0
93,0
75,0
72,0
89,0
86,0
72,0
70,0
105,0
72,0
73,0
74,0
77,0
91,0
93,0
80,0
82,0
66,0
80,0
125,0
101,0
61,0
74,0
74,0
93,0
87,0
137,0
106,0
86,0
98,0
144,0
148,0
101,0
97,0
90,0
149,0
65,0
80,0
105,0
116,0
80,0
102,0
177,0
90,0
101,0
77,0
114,0
108,0
87,0
98,0
67,0
97,0
101,0
50,0
81,0
68,0
89,0
114,0
78,0
110,0
112,0
98,0
89,0
92,0
79,0
114,0
62,0
56,0
113,0
79,0
72,0
60,0
68,0
85,0
101,0
90,0
95,0
93,0
53,0
70,0
90,0
79,0
90,0
93,0
61,0
85,0
63,0
48,0
69,0
71,0
64,0
90,0
65,0
88,0
109,0
60,0
76,0
66,0
83,0
83,0
64,0
81,0
72,0
65,0
75,0
65,0
63,0
75,0
83,0
71,0
79,0
57,0
90,0
79,0
112,0
52,0
68,0
69,0
101,0
97,0
89,0
88,0
44,0
90,0
108,0
77,0
121,0
70,0
99,0
121,0
65,0
67,0
108,0
121,0
92,0
113,0
75,0
70,0
108,0
118,0
111,0
108,0
122,0
78,0
133,0
80,0
83,0
72,0
108,0
115,0
144,0
121,0
81,0
99,0
104,0
96,0
118,0
114,0
83,0
88,0
90,0
139,0
64,0
83,0
88,0
35,0
59,0
59,0
42,0
54,0
55,0
48,0
54,0
62,0
65,0
48,0
37,0
40,0
64,0
27,0
16,0
44,0
16,0
22,0
10,0
21,0
15,0
16,0
5,0
28,0
11,0
40,0
36,0
24,0
13,0
7,0
3,0
1,0
3,0
1,0
9,0
3,0
6,0
13,0
10,0
15,0
5,0
7,0
8,0
9,0
1,0
3,0
1,0
8,0
4,0
10,0
6,0
3,0
4,0
5,0
5,0
3,0
7,0
11,0
13,0
4,0
0,0
5,0
4,0
1,0
4,0
8,0
3,0
14,0
10,0
14,0
7,0
3,0
5,0
12,0
17,0
8,0
22,0
8,0
11,0
4,0
26,0
16,0
19,0
22,0
36,0
15,0
63,0
42,0
18,0
36,0
17,0
50,0
31,0
35,0
22,0
37,0
56,0
49,0
46,0
51,0
44,0
51,0
53,0
63,0
32,0
45,0
59,0
68,0
49,0
56,0
84,0
70,0
56,0
46,0
55,0
55,0
46,0
83,0
71,0
69,0
111,0
123,0
85,0
113,0
215,0
141,0
77,0
90,0
88,0
101,0
92,0
55,0
74,0
116,0
87,0
71,0
106,0
155,0
134,0
110,0
143,0
60,0
62,0
92,0
138,0
107,0
85,0
124,0
109,0
109,0
110,0
141,0
123,0
95,0
100,0
98,0
113,0
154,0
110,0
89,0
81,0
120,0
101,0
73,0
76,0
98,0
44,0
59,0
103,0
69,0
79,0
95,0
96,0
72,0
99,0
95,0
95,0
62,0
80,0
47,0
62,0
51,0
61,0
101,0
61,0
99,0
103,0
109,0
110,0
131,0
54,0
54,0
103,0
187,0
143,0
85,0
88,0
87,0
66,0
64,0
70,0
83,0
66,0
42,0
85,0
55,0
96,0
91,0
44,0
71,0
75,0
55,0
84,0
49,0
58,0
99,0
80,0
83,0
83,0
82,0
105,0
87,0
64,0
89,0
56,0
57,0
52,0
107,0
87,0
55,0
87,0
62,0
78,0
62,0
70,0
122,0
89,0
100,0
126,0
100,0
64,0
80,0
72,0
73,0
111,0
98,0
109,0
108,0
88,0
104,0
124,0
82,0
122,0
101,0
242,0
86,0
88,0
121,0
146,0
58,0
118,0
96,0
107,0
85,0
123,0
95,0
150,0
106,0
127,0
113,0
130,0
113,0
130,0
115,0
101,0
166,0
64,0
94,0
121,0
73,0
113,0
77,0
95,0
73,0
69,0
66,0
74,0
77,0
43,0
43,0
37,0
58,0
27,0
25,0
77,0
36,0
46,0
26,0
29,0
41,0
20,0
16,0
39,0
19,0
29,0
14,0
27,0
19,0
9,0
22,0
21,0
14,0
7,0
18,0
10,0
12,0
14,0
15,0
12,0
8,0
2,0
5,0
6,0
6,0
4,0
3,0
8,0
2,0
3,0
2,0
2,0
7,0
2,0
1,0
5,0
3,0
6,0
4,0
11,0
7,0
3,0
3,0
16,0
2,0
6,0
0,0
2,0
6,0
2,0
4,0
4,0
3,0
9,0
5,0
4,0
2,0
3,0
5,0
2,0
16,0
11,0
3,0
9,0
18,0
6,0
8,0
6,0
10,0
20,0
45,0
13,0
41,0
23,0
24,0
32,0
16,0
43,0
44,0
39,0
45,0
35,0
32,0
39,0
31,0
28,0
32,0
33,0
47,0
68,0
55,0
38,0
60,0
30,0
52,0
42,0
59,0
28,0
42,0
53,0
89,0
112,0
50,0
53,0
48,0
94,0
69,0
61,0
57,0
80,0
45,0
59,0
87,0
112,0
96,0
97,0
94,0
96,0
61,0
103,0
81,0
81,0
76,0
184,0
117,0
99,0
71,0
90,0
48,0
85,0
109,0
67,0
50,0
58,0
91,0
123,0
95,0
89,0
73,0
104,0
98,0
57,0
92,0
75,0
93,0
108,0
85,0
92,0
87,0
131,0
96,0
118,0
92,0
86,0
66,0
109,0
75,0
73,0
69,0
65,0
80,0
113,0
78,0
87,0
77,0
108,0
65,0
70,0
94,0
99,0
97,0
102,0
51,0
84,0
64,0
75,0
92,0
55,0
71,0
55,0
69,0
104,0
105,0
88,0
66,0
76,0
74,0
63,0
88,0
77,0
70,0
68,0
67,0
110,0
72,0
114,0
68,0
90,0
75,0
80,0
57,0
69,0
74,0
116,0
45,0
53,0
77,0
73,0
63,0
70,0
61,0
77,0
78,0
75,0
86,0
94,0
94,0
86,0
65,0
159,0
58,0
89,0
68,0
120,0
72,0
80,0
71,0
65,0
37,0
52,0
87,0
87,0
64,0
64,0
106,0
95,0
80,0
95,0
86,0
76,0
89,0
99,0
90,0
125,0
105,0
77,0
102,0
71,0
