true,pred
11659,0
8183,0
7882,0
6807,0
5976,0
5681,0
5591,0
5345,0
5096,0
4192,0
4187,0
4142,0
4108,0
3698,0
3142,0
3287,0
2735,0
2637,0
2429,0
2618,0
2266,0
2020,0
1880,0
1877,0
1508,0
1744,0
1540,0
1488,0
1386,0
1455,0
1327,0
1495,0
1267,0
1286,0
1383,0
1551,0
1059,0
984,0
973,0
935,0
1006,0
892,0
985,0
888,0
860,0
874,0
941,0
857,0
1018,0
929,0
775,0
695,0
684,0
889,0
1004,0
1040,0
851,0
831,0
969,0
792,0
1108,0
1019,0
1272,0
1265,0
1450,0
1436,0
1611,0
1920,0
2297,0
2260,0
2530,0
2963,0
3670,0
3459,0
3691,0
4015,0
4276,0
3988,0
4593,0
5194,0
4980,0
5374,0
6325,0
6204,0
6431,0
6207,0
6562,0
6988,0
6631,0
6807,0
7695,0
7335,0
7327,0
7283,0
7219,0
7591,0
7703,0
7635,0
7946,0
7524,0
7253,0
7419,0
8156,0
8126,0
8229,0
8605,0
9151,0
9079,0
9539,0
9334,0
9180,0
9494,0
8691,0
9057,0
13782,0
11466,0
10364,0
10709,0
10416,0
11094,0
11775,0
11453,0
11101,0
10766,0
10716,0
10663,0
11028,0
10694,0
9992,0
10211,0
9777,0
10657,0
10044,0
10061,0
9737,0
9699,0
9577,0
9591,0
13062,0
12864,0
11232,0
10436,0
10443,0
10468,0
10046,0
10194,0
10489,0
10427,0
10039,0
10096,0
9986,0
10335,0
9504,0
9800,0
9727,0
9689,0
9445,0
9696,0
9320,0
9917,0
9627,0
9602,0
10105,0
9611,0
10045,0
9801,0
10182,0
10415,0
9569,0
9644,0
9980,0
9401,0
9023,0
9198,0
9202,0
9182,0
9676,0
9570,0
8953,0
9013,0
8977,0
8858,0
8710,0
8495,0
8974,0
8629,0
8166,0
8776,0
9261,0
8457,0
8010,0
8152,0
8329,0
8689,0
8199,0
8390,0
7987,0
7688,0
8653,0
7835,0
8063,0
7622,0
7744,0
7865,0
7992,0
7990,0
7789,0
7727,0
7525,0
6948,0
6964,0
7000,0
6981,0
6442,0
6729,0
6670,0
6442,0
6798,0
6960,0
6833,0
6152,0
6257,0
6482,0
6477,0
6319,0
6670,0
6740,0
6774,0
6630,0
6555,0
6966,0
7126,0
6977,0
7225,0
6988,0
6750,0
7521,0
7949,0
7632,0
7668,0
7855,0
7582,0
8228,0
7975,0
7796,0
8016,0
8244,0
8247,0
8511,0
10621,0
8955,0
8957,0
9439,0
9535,0
9720,0
9596,0
9911,0
9706,0
9558,0
10007,0
10391,0
10068,0
10640,0
10518,0
10967,0
10050,0
9865,0
9473,0
10473,0
9733,0
10096,0
9783,0
9145,0
9483,0
9030,0
8612,0
9049,0
8737,0
8448,0
8479,0
8306,0
7587,0
7546,0
7328,0
6856,0
7308,0
6793,0
6043,0
9032,0
8286,0
7246,0
7062,0
6921,0
6064,0
5637,0
5133,0
4845,0
4579,0
4056,0
4081,0
3898,0
3678,0
3124,0
2846,0
2919,0
2810,0
2614,0
2536,0
2741,0
2210,0
2078,0
2066,0
1866,0
1617,0
1692,0
1302,0
1265,0
1392,0
1383,0
1387,0
1302,0
1315,0
1391,0
1205,0
1237,0
1057,0
1060,0
877,0
1025,0
1016,0
895,0
919,0
850,0
958,0
735,0
745,0
983,0
873,0
707,0
649,0
732,0
878,0
722,0
885,0
788,0
773,0
915,0
841,0
818,0
867,0
933,0
1173,0
1298,0
1331,0
1483,0
1531,0
1959,0
2337,0
2479,0
2755,0
2771,0
3332,0
3611,0
3513,0
3945,0
4261,0
4880,0
5097,0
5484,0
5089,0
5576,0
6023,0
5562,0
6048,0
6258,0
6672,0
6699,0
6390,0
6891,0
6786,0
7271,0
6752,0
7075,0
7534,0
6865,0
7187,0
8315,0
8212,0
8139,0
8667,0
9105,0
8536,0
8809,0
8734,0
8479,0
8537,0
8828,0
9231,0
9407,0
9012,0
9281,0
11515,0
11952,0
10682,0
10769,0
10066,0
9740,0
10775,0
10915,0
10210,0
10001,0
10102,0
9917,0
9435,0
10028,0
9741,0
9989,0
9559,0
9876,0
9431,0
9798,0
9601,0
9741,0
9735,0
8793,0
11476,0
9956,0
9924,0
8827,0
8620,0
8489,0
8945,0
8340,0
8938,0
9289,0
9441,0
9370,0
9080,0
9282,0
9605,0
9469,0
9227,0
8948,0
8904,0
8877,0
8696,0
9126,0
8756,0
9176,0
8801,0
8890,0
8197,0
8029,0
8496,0
8395,0
8096,0
8705,0
8515,0
8659,0
8540,0
8913,0
8592,0
7487,0
7574,0
7847,0
8072,0
8111,0
8514,0
8398,0
8258,0
7839,0
7660,0
7781,0
8030,0
8319,0
7811,0
8185,0
8359,0
8367,0
8206,0
8230,0
8223,0
8422,0
7631,0
7897,0
7806,0
7673,0
7993,0
7812,0
8275,0
8484,0
8346,0
8281,0
8064,0
8001,0
8031,0
7368,0
7364,0
7649,0
7494,0
7149,0
7341,0
7104,0
7835,0
7380,0
6804,0
7146,0
7299,0
6254,0
6651,0
6953,0
6378,0
6002,0
6767,0
6171,0
6094,0
6365,0
6580,0
6772,0
6379,0
6427,0
7191,0
6758,0
