label,pred,smoothed,true
0,0,48212,48212
0,0,34729,34729
0,0,30536,30536
0,0,26485,26485
0,0,27893,27893
0,0,23509,23509
0,0,24376,24376
0,0,22913,22913
0,0,22611,22611
0,0,19430,19430
0,0,18567,18567
0,0,15843,15843
0,0,15400,15400
0,0,15410,15410
0,0,13869,13869
0,0,14695,14695
0,0,13181,13181
0,0,10744,10744
0,0,13916,13916
0,0,11835,11835
0,0,11871,11871
0,0,10418,10418
0,0,8692,8692
0,0,7951,7951
0,0,8795,8795
0,0,7604,7604
0,0,7103,7103
0,0,7266,7266
0,0,8118,8118
0,0,6164,6164
0,0,5733,5733
0,0,4589,4589
0,0,5220,5220
0,0,5904,5904
0,0,6176,6176
0,0,4867,4867
0,0,4818,4818
0,0,5859,5859
0,0,4763,4763
0,0,4154,4154
0,0,4047,4047
0,0,4435,4435
0,0,5071,5071
0,0,3897,3897
0,0,4744,4744
0,0,4450,4450
0,0,4580,4580
0,0,4201,4201
0,0,3310,3310
0,0,3779,3779
0,0,3948,3948
0,0,3613,3613
0,0,2980,2980
0,0,3042,3042
0,0,3282,3282
0,0,4156,4156
0,0,5090,5090
0,0,4990,4990
0,0,5367,5367
0,0,4739,4739
0,0,4683,4683
0,0,5445,5445
0,0,6308,6308
0,0,6264,6264
0,0,6272,6272
0,0,7716,7716
0,0,7461,7461
0,0,9725,9725
0,0,10076,10076
0,0,13105,13105
0,0,14015,14015
0,0,13536,13536
0,0,16353,16353
0,0,18098,18098
0,0,19358,19358
0,0,18812,18812
0,0,19464,19464
0,0,22561,22561
0,0,23673,23673
0,0,22812,22812
0,0,23638,23638
0,0,23468,23468
0,0,24742,24742
0,0,25567,25567
0,0,27383,27383
0,0,28715,28715
0,0,29121,29121
0,0,31093,31093
0,0,27615,27615
0,0,28766,28766
0,0,29664,29664
0,0,32086,32086
0,0,29447,29447
0,0,29289,29289
0,0,29399,29399
0,0,31048,31048
0,0,30839,30839
0,0,32489,32489
0,0,32538,32538
0,0,34654,34654
0,0,35583,35583
0,0,37166,37166
0,0,37585,37585
0,0,35124,35124
0,0,36874,36874
0,0,36870,36870
0,0,36816,36816
0,0,40754,40754
0,0,41552,41552
0,0,40269,40269
0,0,46096,46096
0,0,44538,44538
0,0,39832,39832
0,0,42089,42089
0,0,45816,45816
0,0,46975,46975
0,0,44903,44903
0,0,44605,44605
0,0,44597,44597
0,0,46455,46455
0,0,53736,53736
0,0,49874,49874
0,0,49406,49406
0,0,46867,46867
0,0,47344,47344
0,0,49156,49156
0,0,48321,48321
0,0,47684,47684
0,0,45573,45573
0,0,48585,48585
0,0,43774,43774
0,0,47958,47958
0,0,45369,45369
0,0,46894,46894
0,0,50851,50851
0,0,50431,50431
0,0,45496,45496
0,0,46016,46016
0,0,50393,50393
0,0,50389,50389
0,0,48257,48257
0,0,49667,49667
0,0,50534,50534
0,0,52224,52224
0,0,51119,51119
0,0,50839,50839
0,0,53127,53127
0,0,50503,50503
0,0,49701,49701
0,0,48218,48218
0,0,46176,46176
0,0,44598,44598
0,0,42181,42181
0,0,45600,45600
0,0,44094,44094
0,0,44103,44103
0,0,45433,45433
0,0,44197,44197
0,0,45444,45444
0,0,44102,44102
0,0,41338,41338
0,0,41192,41192
0,0,45547,45547
0,0,43844,43844
0,0,44085,44085
0,0,43899,43899
0,0,41883,41883
0,0,39646,39646
0,0,44883,44883
0,0,45374,45374
0,0,43207,43207
0,0,41119,41119
0,0,43318,43318
0,0,41935,41935
0,0,42373,42373
0,0,45742,45742
0,0,45840,45840
0,0,43718,43718
0,0,45541,45541
0,0,44659,44659
