label,pred,smoothed,true
0,0,12,12
0,0,25,25
0,0,6,6
0,0,17,17
0,0,9,9
0,0,4,4
0,0,15,15
0,0,22,22
0,0,9,9
0,0,13,13
0,0,6,6
0,0,6,6
0,0,3,3
0,0,3,3
0,0,0,0
0,0,14,14
0,0,1,1
0,0,1,1
0,0,6,6
0,0,4,4
0,0,1,1
0,0,4,4
0,0,8,8
0,0,3,3
0,0,7,7
0,0,12,12
0,0,9,9
0,0,6,6
0,0,1,1
0,0,16,16
0,0,33,33
0,0,25,25
0,0,111,111
0,0,96,96
0,0,117,117
0,0,167,167
0,0,46,46
0,0,49,49
0,0,51,51
0,0,52,52
0,0,43,43
0,0,21,21
0,0,39,39
0,0,62,62
0,0,77,77
0,0,81,81
0,0,70,70
0,0,19,19
0,0,80,80
0,0,58,58
0,0,20,20
0,0,43,43
0,0,38,38
0,0,20,20
0,0,49,49
0,0,27,27
0,0,29,29
0,0,8,8
0,0,6,6
0,0,1,1
0,0,8,8
0,0,10,10
0,0,24,24
0,0,12,12
0,0,5,5
0,0,5,5
0,0,18,18
0,0,28,28
0,0,22,22
0,0,13,13
0,0,4,4
0,0,0,0
0,0,2,2
0,0,5,5
0,0,7,7
0,0,4,4
0,0,19,19
0,0,23,23
0,0,13,13
0,0,4,4
0,0,7,7
0,0,1,1
0,0,5,5
0,0,2,2
0,0,14,14
0,0,18,18
0,0,6,6
0,0,6,6
0,0,4,4
0,0,7,7
0,0,19,19
0,0,4,4
0,0,19,19
0,0,22,22
0,0,11,11
0,0,5,5
0,0,4,4
0,0,8,8
0,0,10,10
0,0,8,8
0,0,5,5
0,0,16,16
0,0,35,35
0,0,26,26
0,0,26,26
0,0,57,57
0,0,71,71
0,0,2,2
0,0,21,21
0,0,15,15
0,0,13,13
0,0,20,20
0,0,4,4
0,0,5,5
0,0,8,8
0,0,16,16
0,0,7,7
0,0,14,14
0,0,13,13
0,0,8,8
0,0,6,6
0,0,28,28
0,0,22,22
0,0,18,18
0,0,15,15
0,0,5,5
0,0,4,4
0,0,5,5
0,0,16,16
0,0,37,37
0,0,4,4
0,0,8,8
0,0,18,18
0,0,5,5
0,0,10,10
0,0,18,18
0,0,9,9
0,0,20,20
0,0,10,10
0,0,9,9
0,0,8,8
0,0,16,16
0,0,7,7
0,0,24,24
0,0,10,10
0,0,13,13
0,0,9,9
0,0,17,17
0,0,13,13
0,0,19,19
0,0,12,12
0,0,13,13
0,0,19,19
0,0,21,21
0,0,25,25
0,0,11,11
0,0,23,23
0,0,10,10
0,0,10,10
0,0,11,11
0,0,9,9
0,0,6,6
0,0,18,18
0,0,7,7
0,0,15,15
0,0,11,11
0,0,16,16
0,0,13,13
0,0,3,3
0,0,9,9
0,0,8,8
0,0,6,6
0,0,6,6
0,0,11,11
0,0,30,30
0,0,11,11
0,0,12,12
0,0,11,11
0,0,12,12
0,0,7,7
0,0,4,4
0,0,7,7
0,0,16,16
0,0,11,11
0,0,12,12
0,0,8,8
0,0,16,16
0,0,21,21
0,0,35,35
0,0,21,21
0,0,34,34
0,0,23,23
0,0,26,26
0,0,45,45
0,0,36,36
0,0,65,65
0,0,15,15
0,0,11,11
0,0,13,13
0,0,29,29
0,0,24,24
0,0,30,30
0,0,21,21
0,0,28,28
0,0,38,38
0,0,17,17
0,0,33,33
0,0,29,29
0,0,25,25
0,0,23,23
0,0,16,16
0,0,25,25
0,0,22,22
0,0,18,18
0,0,19,19
0,0,23,23
0,0,21,21
0,0,7,7
0,0,66,66
0,0,20,20
0,0,14,14
0,0,32,32
0,0,11,11
0,0,30,30
0,0,6,6
0,0,29,29
0,0,28,28
0,0,25,25
0,0,60,60
0,0,38,38
0,0,39,39
0,0,102,102
0,0,167,167
0,0,310,310
0,0,598,598
0,0,806,806
0,0,799,799
1,0,806,1145
1,0,806,1263
0,0,973,973
1,0,973,1199
1,0,973,1548
1,0,973,1353
1,0,973,1236
1,0,973,1168
0,0,714,714
0,0,637,637
0,0,656,656
1,0,973,1189
1,0,973,1464
1,0,973,1722
1,0,973,1513
1,0,973,1599
1,0,973,1369
1,0,973,1631
1,0,973,1539
1,0,973,1661
1,0,973,1687
1,0,973,1157
0,0,734,734
0,0,436,436
0,0,309,309
0,0,268,268
0,0,228,228
0,0,292,292
0,0,263,263
0,0,387,387
0,0,412,412
0,0,490,490
0,0,605,605
0,0,593,593
0,0,533,533
0,0,601,601
0,0,427,427
0,0,216,216
0,0,263,263
0,0,661,661
0,0,1022,1022
0,0,543,543
0,0,659,659
0,0,592,592
0,0,580,580
0,0,598,598
0,0,507,507
0,0,421,421
0,0,453,453
0,0,381,381
0,0,114,114
0,0,169,169
0,0,142,142
0,0,131,131
0,0,215,215
0,0,167,167
0,0,278,278
0,0,412,412
0,0,412,412
0,0,249,249
0,0,223,223
0,0,245,245
0,0,280,280
0,0,202,202
0,0,241,241
0,0,253,253
0,0,178,178
0,0,96,96
0,0,223,223
0,0,156,156
0,0,232,232
0,0,177,177
0,0,209,209
0,0,150,150
0,0,174,174
0,0,216,216
0,0,179,179
0,0,168,168
0,0,96,96
0,0,185,185
0,0,161,161
0,0,220,220
0,0,205,205
0,0,283,283
0,0,276,276
0,0,293,293
0,0,248,248
0,0,252,252
0,0,233,233
0,0,235,235
0,0,184,184
0,0,145,145
0,0,187,187
0,0,236,236
0,0,201,201
0,0,194,194
0,0,297,297
0,0,226,226
0,0,276,276
0,0,258,258
0,0,182,182
0,0,208,208
0,0,208,208
0,0,168,168
0,0,84,84
0,0,111,111
0,0,53,53
0,0,33,33
0,0,29,29
0,0,24,24
0,0,26,26
0,0,49,49
0,0,14,14
0,0,12,12
0,0,30,30
0,0,18,18
0,0,17,17
0,0,39,39
0,0,22,22
0,0,9,9
0,0,9,9
0,0,13,13
0,0,9,9
0,0,11,11
0,0,16,16
0,0,18,18
0,0,12,12
0,0,36,36
0,0,31,31
0,0,22,22
0,0,18,18
0,0,7,7
0,0,12,12
0,0,8,8
0,0,9,9
0,0,18,18
0,0,11,11
0,0,14,14
0,0,25,25
0,0,59,59
0,0,31,31
0,0,19,19
0,0,20,20
0,0,36,36
0,0,39,39
0,0,45,45
0,0,41,41
0,0,31,31
0,0,18,18
0,0,28,28
0,0,43,43
0,0,25,25
0,0,53,53
0,0,51,51
0,0,26,26
0,0,17,17
0,0,22,22
0,0,24,24
0,0,62,62
0,0,34,34
0,0,13,13
0,0,27,27
0,0,6,6
0,0,11,11
0,0,11,11
0,0,17,17
0,0,27,27
0,0,15,15
0,0,22,22
0,0,33,33
0,0,29,29
0,0,7,7
0,0,16,16
0,0,23,23
0,0,50,50
0,0,20,20
0,0,14,14
0,0,39,39
0,0,18,18
0,0,26,26
0,0,21,21
0,0,20,20
0,0,28,28
0,0,20,20
0,0,21,21
0,0,43,43
0,0,39,39
0,0,38,38
0,0,10,10
0,0,14,14
0,0,26,26
0,0,31,31
0,0,19,19
0,0,43,43
0,0,32,32
0,0,35,35
0,0,16,16
0,0,38,38
0,0,26,26
0,0,19,19
0,0,4,4
0,0,4,4
0,0,49,49
0,0,45,45
0,0,27,27
0,0,23,23
0,0,43,43
0,0,17,17
0,0,28,28
0,0,27,27
0,0,6,6
0,0,19,19
0,0,20,20
0,0,12,12
0,0,13,13
0,0,17,17
0,0,42,42
0,0,46,46
0,0,27,27
0,0,25,25
0,0,20,20
0,0,9,9
0,0,17,17
0,0,11,11
0,0,14,14
0,0,20,20
0,0,12,12
0,0,29,29
0,0,10,10
0,0,31,31
0,0,22,22
0,0,31,31
0,0,21,21
0,0,18,18
0,0,19,19
0,0,26,26
0,0,35,35
0,0,17,17
0,0,24,24
0,0,40,40
0,0,43,43
0,0,22,22
0,0,39,39
0,0,41,41
0,0,7,7
0,0,22,22
0,0,10,10
0,0,8,8
0,0,24,24
0,0,21,21
0,0,13,13
0,0,20,20
0,0,27,27
0,0,26,26
0,0,5,5
0,0,15,15
0,0,23,23
0,0,22,22
0,0,12,12
0,0,20,20
0,0,37,37
0,0,34,34
0,0,11,11
